"","logFC","logCPM","PValue","FDR"
"GRMZM2G154078",-1.81954203119025,6.80806937019402,1.11843705164004e-07,9.11221168799819e-06
"GRMZM2G163578",-1.61449378713384,3.43917508930463,1.19006895790925e-07,9.66068659491189e-06
"GRMZM5G886561",1.47084705086702,4.38118250058085,1.2004736235777e-07,9.7099680636312e-06
"GRMZM2G395842",0.929548488368616,5.09090991011005,1.21395931780304e-07,9.76913417412454e-06
"GRMZM2G009223",1.2644008285739,8.21342813779741,1.21650900896262e-07,9.76913417412454e-06
"GRMZM5G832939",1.84473417955329,8.08244090771442,1.23334489492888e-07,9.86896156102912e-06
"GRMZM2G405770",5.99887511869315,2.91919678406259,1.30060531488672e-07,1.03701288541057e-05
"GRMZM2G083130",1.56608245185934,5.76586302970575,1.35125862789598e-07,1.07357977156062e-05
"GRMZM2G044788",2.43913676933548,3.40301871689223,1.37463106055035e-07,1.08829006754879e-05
"GRMZM2G407495",-2.16530080113265,3.45348620813104,1.39385541593885e-07,1.09962431669401e-05
"GRMZM5G860607",3.23698094240166,2.05596358133573,1.40420951458472e-07,1.10390576050072e-05
"GRMZM2G326272",-1.66830394475298,2.18650080260886,1.40958164961931e-07,1.10425443565457e-05
"GRMZM2G092752",1.81488265813704,3.65566161790376,1.45218427506707e-07,1.13366511090166e-05
"GRMZM2G104147",1.25700462653595,4.382908807625,1.46889106374464e-07,1.14272584316662e-05
"GRMZM2G067156",-2.26374312327182,2.93674426189501,1.52263628241723e-07,1.18043826669751e-05
"GRMZM2G122999",1.05599907024253,5.36380707115334,1.53281988770853e-07,1.18423550290033e-05
"GRMZM2G106213",3.41109389039665,3.21872793529481,1.54117388527598e-07,1.18659796905871e-05
"GRMZM2G070837",4.65558621697195,0.704981662113456,1.55771752249998e-07,1.19522811957576e-05
"GRMZM2G063756",1.7641329472995,7.23519390972662,1.56613403714283e-07,1.19758474751485e-05
"GRMZM2G065989",2.09085785477582,5.94688768516801,1.60202982246723e-07,1.22086660450266e-05
"GRMZM2G051305",1.62764903136621,4.21906156482426,1.60792631313209e-07,1.22120640832965e-05
"GRMZM2G064914",1.16779585279032,7.43502411472972,1.61553437505621e-07,1.22161750076151e-05
"GRMZM2G149452",-2.9912724065536,2.3706883507422,1.61937245135537e-07,1.22161750076151e-05
"GRMZM2G173628",-2.77034865631559,2.10184565588299,1.69694877216609e-07,1.27584353155642e-05
"GRMZM2G093210",-1.62931668663887,4.06084364718925,1.75939018171186e-07,1.31836578666402e-05
"GRMZM2G014833",0.979895100710596,6.76343714958562,1.84168598409272e-07,1.37543248245325e-05
"GRMZM2G161728",1.04672321727862,4.75946978020679,1.92187980664801e-07,1.43055538431723e-05
"GRMZM5G898290",2.13869418867747,4.15947512185383,1.93591000152002e-07,1.43622727099523e-05
"GRMZM2G051276",0.842413290514623,7.62418517032413,1.95335240811583e-07,1.44438484171073e-05
"GRMZM2G365961",2.05924557935014,3.98293163582109,1.9775690410858e-07,1.45748139360288e-05
"GRMZM2G319138",-2.44422892318843,2.37971457332511,2.07231865225848e-07,1.51476985722625e-05
"GRMZM2G116427",1.14894470229843,3.91777353720599,2.07318681316215e-07,1.51476985722625e-05
"GRMZM2G379002",0.977717658185695,7.33635651917933,2.07558288850016e-07,1.51476985722625e-05
"GRMZM5G873295",1.1712812516712,4.95181208568249,2.1879713551747e-07,1.59160708482757e-05
"AC217975.3_FG001",-1.06262865779539,9.41833202155705,2.22333779014884e-07,1.60755646178376e-05
"GRMZM5G820401",3.92645525004257,2.0506550434166,2.22424683397887e-07,1.60755646178376e-05
"GRMZM5G891944",1.59793548945791,4.45957013730103,2.26296421162584e-07,1.6275562360955e-05
"GRMZM2G076392",1.77468912471488,3.65193061981967,2.26644742540414e-07,1.6275562360955e-05
"GRMZM2G030341",1.16221155490581,4.37674538717508,2.41953190471539e-07,1.72916237036259e-05
"GRMZM2G358161",3.54259515818436,1.97124175074527,2.42337417671883e-07,1.72916237036259e-05
"GRMZM2G008226",2.20601995052712,3.12801350921209,2.4478869922355e-07,1.73825769537241e-05
"GRMZM2G148333",1.81091668166875,3.72809351101631,2.45163772255158e-07,1.73825769537241e-05
"GRMZM2G135739",-1.2908309955301,5.27800336420194,2.46252154839845e-07,1.74046672845007e-05
"GRMZM2G036996",1.78427314502165,2.74528775946977,2.50317134442181e-07,1.76363377269719e-05
"GRMZM2G177659",1.13523517488799,6.56545356582129,2.84974865994739e-07,1.99825864445968e-05
"GRMZM2G491692",5.43423433441935,1.31007072450138,2.85401814874848e-07,1.99825864445968e-05
"GRMZM2G083651",1.38042809323534,4.25121903293054,2.89139195533538e-07,2.0181195252115e-05
"GRMZM2G089106",2.87666620640451,2.02746336065852,2.94188091818432e-07,2.04698266993539e-05
"GRMZM2G032003",0.908768495417921,9.36654219726555,2.96323365676234e-07,2.05545665881611e-05
"GRMZM2G086088",-0.997766933301636,6.1829956716105,2.98650328986908e-07,2.06520389535545e-05
"GRMZM2G068455",1.19901216630053,5.35678685042147,3.1403212289943e-07,2.16488914263438e-05
"GRMZM2G096962",0.811390999711769,9.19484856350551,3.21936775356103e-07,2.21257467848267e-05
"GRMZM2G111462",4.19152310543771,1.10620709451644,3.44557535529603e-07,2.36079864940084e-05
"GRMZM5G810746",4.00358060628902,0.963346386624287,3.46969715221411e-07,2.37007819193162e-05
"GRMZM2G173669",0.973578908207905,8.79921428963535,3.52981662267655e-07,2.40381584896864e-05
"GRMZM2G117956",-2.07211879040518,3.09471436253912,3.62777910187992e-07,2.46304214477635e-05
"GRMZM2G149317",1.07111217027081,7.7849240716689,3.80466647975067e-07,2.57533391174664e-05
"GRMZM2G117707",1.2601995378125,7.6735303349567,4.01294550415844e-07,2.70813385604427e-05
"GRMZM6G810942",1.15541387457026,4.59038242270822,4.08513237655199e-07,2.74857029719662e-05
"GRMZM2G021106",2.05895383555883,5.01372974610882,4.13314936229429e-07,2.77255124138334e-05
"GRMZM2G424205",3.51634743415196,1.04867099967115,4.19370205359676e-07,2.8047729704727e-05
"GRMZM2G070199",1.03744217775917,4.78247239194859,4.32329269511729e-07,2.88283847720544e-05
"GRMZM5G895188",1.16567397470791,6.80808183355628,4.52130418738241e-07,3.00592938629979e-05
"GRMZM2G044107",2.68711483944536,1.23421218755914,4.53837262200481e-07,3.00835025432005e-05
"GRMZM2G117410",1.87489586984754,3.48284957396463,4.70257944684801e-07,3.10800272880913e-05
"GRMZM2G478160",2.30129579426014,4.21316896674823,4.76062904003234e-07,3.13711451888014e-05
"GRMZM2G302045",-1.57462141152564,5.34824069081498,4.92970966730896e-07,3.22381369636739e-05
"GRMZM2G036217",2.25030761228075,2.95664810139719,4.93493835457269e-07,3.22381369636739e-05
"GRMZM2G010034",-1.1898569697379,9.63301058697033,4.93621288673566e-07,3.22381369636739e-05
"GRMZM2G013430",1.3497868894137,4.01435474370864,4.94975189265959e-07,3.22381369636739e-05
"GRMZM2G428216",3.02720050798044,1.72466985820482,5.18330954696849e-07,3.36614638840084e-05
"GRMZM2G002100",1.14079832606391,4.40100166325108,5.35982892420043e-07,3.47072159094539e-05
"GRMZM2G079381",1.22377197839055,8.15880754539368,5.43784725868656e-07,3.51109417380035e-05
"GRMZM2G303964",2.03611175456038,4.30746998665401,5.93832513227198e-07,3.82322340771706e-05
"GRMZM2G035524",4.77844640831618,1.09811086679685,5.96828421108415e-07,3.8315016547089e-05
"GRMZM2G132000",0.997413576205214,7.23343879482363,6.07035853320809e-07,3.88589665532935e-05
"GRMZM2G169270",-0.833619480959979,6.44326755084515,6.15389291658375e-07,3.92814731612703e-05
"GRMZM2G328309",-1.23938378972233,3.7468490943026,6.27942163761572e-07,3.99688755087444e-05
"GRMZM2G154366",0.998095829852279,7.2173992949569,6.31960775960929e-07,4.01107115733842e-05
"GRMZM2G358931",1.6377131995545,3.24540609274048,6.42454544133932e-07,4.05919471798089e-05
"GRMZM2G048522",-2.73531085446626,2.69954261090065,6.43166313270796e-07,4.05919471798089e-05
"GRMZM2G578572",-1.15276197820065,3.86211512556598,6.71423033866403e-07,4.22562726791482e-05
"GRMZM2G062885",-1.04805144674334,6.21073602392812,6.75454105445644e-07,4.23908942087105e-05
"GRMZM5G893252",0.769066137297206,6.29500149664897,6.82363287689178e-07,4.27048867616649e-05
"GRMZM2G418031",3.51308091589014,1.75192782717821,6.87093031150382e-07,4.2881112431544e-05
"AC217991.3_FG001",-2.31025199435423,2.04849215462486,6.89157330970256e-07,4.28904722233016e-05
"GRMZM5G834758",0.800526547996801,9.74706999835334,6.92439382013675e-07,4.2975358321375e-05
"GRMZM2G161295",0.839935678050073,9.54244126785384,7.29031260740938e-07,4.51213961240351e-05
"GRMZM2G563190",3.16027563769906,1.9047170054833,7.47853339751349e-07,4.61588266587575e-05
"GRMZM2G117198",0.839227911416633,7.08150883469923,7.79114836772664e-07,4.79562305436581e-05
"GRMZM2G040030",0.974705350094032,5.42294528183954,7.9589378969621e-07,4.88547955017633e-05
"GRMZM2G019284",1.2931284932132,3.59108900055907,8.40617047957473e-07,5.1430997745721e-05
"GRMZM2G119745",-1.07626524762852,3.69366992207612,8.424537457121e-07,5.1430997745721e-05
"GRMZM2G103101",1.02573798808812,9.36140724353972,8.86259691572335e-07,5.39582836676037e-05
"GRMZM2G045433",-1.64324847804653,2.29222535508525,9.10939711632538e-07,5.53105805938402e-05
"GRMZM2G050118",-1.40287641332833,4.57854632863945,9.29133554792688e-07,5.62614899626657e-05
"GRMZM2G060257",0.894576353730898,4.80307570921696,9.3162297594952e-07,5.62614899626657e-05
"GRMZM2G015955",1.24985477967791,5.75166496921042,9.45127765878156e-07,5.68157802153042e-05
"AC199526.5_FG002",1.1974041007526,4.52513505177868,9.45873064954629e-07,5.68157802153042e-05
"GRMZM2G021846",1.01026278000104,9.63444618919825,9.720496390329e-07,5.82320111297651e-05
"GRMZM2G161809",1.32855700336806,6.19860264681342,9.84914135324623e-07,5.87040730896799e-05
"GRMZM2G116614",-1.18851867149189,7.15072730994455,9.85169894296793e-07,5.87040730896799e-05
"GRMZM2G051753",-1.37108418679039,5.43444579643504,1.00819924380609e-06,5.99169868898551e-05
"GRMZM2G124396",-2.84475677509525,0.980630544654309,1.04760337582152e-06,6.20940572361935e-05
"GRMZM2G316967",-0.953190757917725,5.90817307265013,1.08125964708769e-06,6.39198480026377e-05
"GRMZM2G093441",1.61315316036104,4.68106913686358,1.09632969030619e-06,6.46401755560797e-05
"GRMZM2G156857",4.70316783788599,0.454349245198892,1.15089483987863e-06,6.76792621718656e-05
"GRMZM2G306732",1.01118021667254,9.04622862842706,1.18831244998846e-06,6.96967027277264e-05
"GRMZM2G010460",-1.99990494388472,4.76962658127855,1.22356320960124e-06,7.15768504206676e-05
"GRMZM2G068557",-1.03928042076145,11.0953980274056,1.22827669160171e-06,7.16654668628551e-05
"GRMZM2G479703",-1.17826579613337,4.34327321710114,1.24111453520499e-06,7.22264186006956e-05
"GRMZM2G456471",1.80942230349315,3.12671236035858,1.25116774809708e-06,7.26228326324224e-05
"GRMZM2G053319",0.925152399979289,4.94891917007523,1.25575974281334e-06,7.27010259372941e-05
"GRMZM2G343149",2.27172487573074,4.17425631022317,1.29606425460357e-06,7.4841029959776e-05
"GRMZM2G135446",1.06972964145105,5.12564331052087,1.32459822114846e-06,7.62920903466098e-05
"GRMZM2G303536",4.65347460418666,0.722922578392211,1.34962900160726e-06,7.75344558487453e-05
"GRMZM2G076423",0.93817740097216,6.48822225082335,1.37324562465459e-06,7.86894327887112e-05
"GRMZM2G056505",-1.60974967029135,4.95279735455557,1.46926358854986e-06,8.39766599527032e-05
"GRMZM2G021482",4.42242735232799,1.9466928315241,1.49129999802028e-06,8.501927851309e-05
"GRMZM2G179732",1.01075390884127,5.81790345409621,1.52419119204364e-06,8.66738671516188e-05
"GRMZM2G018375",1.1069103674074,10.4784903900534,1.53403788397216e-06,8.70129589630287e-05
"GRMZM2G135816",0.957900429680203,5.20264534401449,1.53995281153502e-06,8.71278857132375e-05
"GRMZM2G043565",4.00684893569447,1.32735738347863,1.55111930330022e-06,8.75386095477112e-05
"GRMZM2G111579",0.957122759426222,5.22339816378515,1.56334093353662e-06,8.80066673766032e-05
"GRMZM2G011746",1.14447883608152,6.70801084029974,1.62015939313876e-06,9.09766195570778e-05
"GRMZM2G476538",-0.838977452735186,6.26060938475656,1.65243334685361e-06,9.24667783123762e-05
"GRMZM2G160541",1.55866037738961,4.85486231700267,1.65495104232372e-06,9.24667783123762e-05
"AC203294.3_FG012",-2.64111491421087,2.50346627146042,1.69178580873094e-06,9.42897040910866e-05
"GRMZM2G009638",0.739033696584955,6.26691480060848,1.69768959201667e-06,9.43839585834578e-05
"GRMZM2G025832",1.65944038117815,7.04476211387067,1.82138403743583e-06,0.000101010171680074
"GRMZM2G034110",-0.914979910100535,5.50625169248433,1.83507386382317e-06,0.000101518098565329
"GRMZM2G433002",-1.10586060088283,4.47621718345014,1.87562342424163e-06,0.000103345470433403
"GRMZM2G028556",2.10493705938363,3.63447042331932,1.87808649615791e-06,0.000103345470433403
"GRMZM2G042278",2.6276570148207,1.83946427355504,1.88194384899926e-06,0.000103345470433403
"GRMZM2G477743",0.806075866064756,4.87231327368803,1.92946153040483e-06,0.00010569580828538
"GRMZM2G004483",-1.04283895825499,5.88081026081908,2.03942393005919e-06,0.000111447056470674
"GRMZM2G175076",1.88473210574976,5.29107723372994,2.04951420982031e-06,0.000111725951024389
"GRMZM2G048450",2.18669919373812,1.43205518441161,2.05685445266295e-06,0.000111853941776489
"GRMZM5G870932",-1.16817122279509,6.87340641461153,2.07004275046758e-06,0.000112298566160354
"GRMZM2G392513",1.56573989858,4.20447367105074,2.12065405719205e-06,0.000114766314375333
"GRMZM2G050774",1.54487772764114,3.70692816777971,2.12959698243612e-06,0.000114972579256582
"GRMZM2G383408",-0.948045178519765,6.66293757961882,2.16409055423394e-06,0.000116553963624066
"GRMZM2G114801",1.2145276355602,4.39666009984967,2.18922402368037e-06,0.000117431982554712
"GRMZM2G170805",0.90306121187704,6.08778391040009,2.19087563971745e-06,0.000117431982554712
"AC204611.4_FG001",1.80456807520029,2.9265241438993,2.21294625021201e-06,0.000118303290806834
"GRMZM2G336908",0.844566612980235,5.68867026291098,2.21769168216338e-06,0.000118303290806834
"GRMZM2G052658",-0.831157007352051,7.55975878687381,2.24719812091636e-06,0.000119592574582259
"GRMZM2G018229",1.03676735750837,5.43463418874053,2.32131545469457e-06,0.000123244248252208
"GRMZM2G103662",-0.947010642682624,5.08106423474426,2.3313733795671e-06,0.00012348562782317
"GRMZM2G079658",1.13702138801401,4.2222099362806,2.43142387905016e-06,0.000128481254740846
"GRMZM2G139600",-1.78074863869129,4.53396927129947,2.43918216957869e-06,0.000128587944728025
"GRMZM2G157153",-1.54160140854095,4.81433027605671,2.48501337196054e-06,0.000130696536616845
"GRMZM2G103281",1.03425351970814,5.42247117037827,2.50537694435802e-06,0.000131458947162392
"GRMZM2G103843",-1.744777888065,3.07181314717934,2.54418397769948e-06,0.000133183275748497
"GRMZM2G068476",-2.08789177742582,2.2842806490486,2.56169725702951e-06,0.000133787475626448
"GRMZM2G120517",1.01523130799249,4.94416334031956,2.59401774637769e-06,0.000135160389785098
"GRMZM2G031398",-0.93207924619358,5.58301976187571,2.60074945969782e-06,0.000135196732353897
"GRMZM2G050412",3.64690205307983,0.794402182355402,2.60746356276597e-06,0.000135231993342064
"GRMZM2G058522",0.952440176605843,7.65169917771657,2.6543330808418e-06,0.000137344879159955
"GRMZM2G106190",2.0484118499,4.0495651122751,2.67281163810759e-06,0.000137982361179264
"GRMZM2G155370",-1.55687874366172,5.39220349746557,2.68208884194344e-06,0.000138142989663776
"GRMZM2G107629",1.22188180360652,4.88984079567959,2.71401047425576e-06,0.000139466524485551
"GRMZM2G404769",2.56458415524127,2.39150346037511,2.73671369835737e-06,0.00014031137393981
"GRMZM2G057635",2.03053943324867,1.44919198456097,2.78290276716594e-06,0.000142353736297609
"GRMZM2G040876",0.984193946368563,5.01819591103781,2.82768116172636e-06,0.000144314798242549
"GRMZM2G020920",-0.806249030637585,6.30902840311682,2.83714378141807e-06,0.000144468650960618
"GRMZM2G039588",1.04855680293003,6.17131874177413,2.85902568882394e-06,0.000145252767705443
"GRMZM5G875732",1.6773909135355,3.05314566596808,2.8781659977049e-06,0.000145894364657417
"GRMZM2G114578",6.08042300017111,1.3362953385203,2.90512865068824e-06,0.000146928684917991
"GRMZM2G152827",1.54597029676161,5.03540602657833,2.94788215949648e-06,0.00014875517969261
"GRMZM2G005082",-1.28563242344529,4.48842851666186,2.95794015281511e-06,0.000148927301401848
"GRMZM2G060837",2.00563750663997,1.65145393582015,2.97626490422761e-06,0.000149497109738176
"GRMZM2G469024",-2.1251130385465,1.97574643173753,2.98260245717316e-06,0.000149497109738176
"GRMZM2G117497",-1.55013973315933,3.30369576507091,3.03633835422781e-06,0.000151850805416237
"GRMZM2G064163",1.19084301065518,6.55195419355408,3.04641273504331e-06,0.000152015316990302
"GRMZM2G378547",2.24896679958696,2.14294596003793,3.09505141046365e-06,0.000154099170780974
"GRMZM2G093900",-1.77093643545318,2.7025367704593,3.192997033012e-06,0.00015862327832513
"GRMZM2G158489",0.999288452424567,4.27135693010895,3.23139583125011e-06,0.000160050795982622
"GRMZM2G066291",-1.46946756652763,5.93871098670401,3.23601921803739e-06,0.000160050795982622
"GRMZM2G003662",-0.906948534188683,7.54164037908723,3.24491337967081e-06,0.000160137190025385
"GRMZM2G359589",2.3974180452747,1.22861469400835,3.26390030393682e-06,0.000160720189691658
"GRMZM2G419318",-1.83152987465962,2.95717860189587,3.28252219104562e-06,0.000161282696689423
"GRMZM2G070218",1.25142845987431,6.19731459673498,3.35163452078374e-06,0.000164318099427045
"GRMZM2G173597",1.21056437693454,4.70349722355018,3.39107211795838e-06,0.00016588858253899
"GRMZM2G178074",-1.4689735300104,6.37004333037191,3.41216229757356e-06,0.000166556636769358
"GRMZM2G164669",1.10361046561957,5.00777727490175,3.49156858715647e-06,0.000170062161294002
"GRMZM2G077015",-3.69547201787486,3.10188413674084,3.53515450577068e-06,0.000171811576359636
"GRMZM2G171442",1.048908426684,5.45542660331235,3.57626232206167e-06,0.000173433240964917
"GRMZM2G032049",-1.00084444483396,5.86054687121324,3.58639791715672e-06,0.000173549125991137
"GRMZM2G340251",-0.821107707053183,8.24176151036936,3.61511700106008e-06,0.000174561845708515
"GRMZM2G057374",1.12899069226709,5.90661082920431,3.70394339065484e-06,0.000178466347672305
"GRMZM2G450771",-4.92431665011191,5.68045293105512,3.72558167347834e-06,0.00017912372831391
"GRMZM2G117222",1.00960166257333,5.1239914401466,3.7718386050782e-06,0.000180915921695048
"GRMZM2G117283",2.427556240349,3.46586826907304,3.77900697849955e-06,0.000180915921695048
"GRMZM2G060742",1.03371638579539,7.21866722207649,3.8433871565374e-06,0.000183420405103619
"GRMZM2G019413",-1.29003544028469,6.4466445307936,3.84769428246824e-06,0.000183420405103619
"GRMZM2G151567",-1.33764341930789,8.95150281510827,4.13004711969284e-06,0.000196462220205346
"GRMZM2G320606",2.21100428787656,1.85614186336976,4.15189586864879e-06,0.000197083107917534
"GRMZM2G166639",1.66039293708519,4.31803423627633,4.2038268407726e-06,0.000199126300988394
"GRMZM2G065899",1.17892578662897,4.46210441659918,4.2146963269883e-06,0.000199219981447622
"GRMZM2G177929",-1.72464362865338,2.5410759746651,4.24724564629915e-06,0.000200335870958594
"GRMZM2G391936",0.859767014040287,8.08647039333484,4.26145214815994e-06,0.000200583687772108
"GRMZM2G038494",1.08374927263931,5.56608187572049,4.36436124634598e-06,0.0002049968841182
"GRMZM2G416725",0.927075641192426,6.61399030800179,4.38723178324116e-06,0.000205640016952967
"GRMZM2G025598",0.69039159728864,6.47953055098405,4.41230043158981e-06,0.000206383280103903
"GRMZM2G340444",1.76780018936225,2.69483924281531,4.4459045742238e-06,0.000207521858303092
"GRMZM2G025742",1.11186815236974,4.8981136877705,4.4591265099414e-06,0.000207706298243736
"GRMZM2G465226",3.08410801352448,2.12285569488932,4.55156774335905e-06,0.00021157235537336
"GRMZM2G048740",0.910076826789443,6.3642135829729,4.56889959946314e-06,0.000211938293014434
"AC210013.4_FG018",0.955118135736715,8.54003247809474,4.62843972888557e-06,0.000214256595300994
"GRMZM2G157018",0.692695148250732,8.60867631221788,4.82842969619743e-06,0.000223053540914028
"GRMZM2G090172",0.975866036972351,5.18897608574877,4.84190169456067e-06,0.000223215653223522
"GRMZM2G121208",2.17110852975923,2.5987530448255,4.92377601775781e-06,0.000226524028085962
"GRMZM2G158147",0.915957800488982,7.79041163932879,4.93638104422212e-06,0.00022663856003237
"GRMZM2G068967",3.18984643285264,0.945339139799478,5.01872999441892e-06,0.000229761807157725
